title,category,reward
[도마살균기 끝판왕] 아직도 도마만 살균해? 이거 하나면 모든것 살균끝!,테크·가전,8370%
[마지막 앵콜] 우리집 양조장! 수제맥주 제조기 #테라 브루,테크·가전,8243%
휴대용 선풍기를 다시 정의하다 초소형 미니헤드 휴대용 선풍기,테크·가전,8198%
[ 3658% 달성!! 2차 앵콜] 얼룩제거 끝판왕 샤인클리너!!,테크·가전,8146%
[한국 단독 런칭] 4 in 1 애플 충전 스탠드 블랙 리미티드 에디션,테크·가전,8087%
[나노퍼스] 집게 NO! 자석 NO! 강력한 나노석션 무선 충전 거치대,테크·가전,8078%
[루프덱 LIVE] 당신의 작업이 수월해지는 단 하나의 솔루션!,테크·가전,8016%
[에어워셔보다 더 간편한 에어워셔] 세상편한 자연가습! 블라우드 워터박스,테크·가전,8014%
밤을 낮으로! 밤운전이 쉬워진다! 슈퍼 나이트비전<란모도>,테크·가전,7967%
[누적 7.5억] 헬로! 광야에서 더 강해져서 돌아온 스마트워치 LS10,테크·가전,7965%
[ 코어운동 부스터 ] 앉아서! 기대서 ! 누어서 ! 돌려돌려~ 코어스핀,테크·가전,7905%
"★앵콜★더위와 스트레스, 열받은 두피를 식혀줄 신개념 '두피쿨링기'",테크·가전,7896%
[드디어 나왔다!] 스스로 다림질까지 하는 독일식 의류관리기,테크·가전,7866%
앵콜!달인파워툴 시즌2 블루!!11종의 최다 기능 가정용DIY 공구 !!,테크·가전,7839%
[5억 앵콜]땀쟁이는 미리 준비해! 가볍게 돌아온 <넥밴드 선풍기 에어>,테크·가전,7828%
앵콜 [모발건조 3분컷] 아침에 좀더 주무세요. 드라이기 2개 합친 괴물,테크·가전,7824%
[글로벌 10억] 노트북의 성능에 태블릿의 이동성과 터치를 더한 미니북,테크·가전,7799%
"사운드로 공간을 바꾸다, 글로벌브랜드 ANKER의 100W 사운드 바",테크·가전,7736%
"[글로벌 6억펀딩]뻐근한 관절 어디든, 근적외선 패치로 해결 끝!",테크·가전,7709%
[업그레이드 펀딩] 신호/과속 단속을 HUD 헤드업 디스플레이로 안내!!,테크·가전,7664%
"[3차앵콜] 귀에 꽂으면 통번역 끝, 이어폰과 통역을 한꺼번에",테크·가전,7660%
얼어 죽어도 핏이 중요한 서포터분들을 위한 잉코 신기술 탈부착 발열 패드,테크·가전,7637%
[1.5억 앵콜] 휴대용 전기장판 겨울철 필수아이템! 비지니스 온열조끼,테크·가전,7618%
"[이거 하나면 충분!] 돌리면 바뀌는, 6 in 1 고속 충전 스테이션",테크·가전,7617%
[음향장인 야마하] 130년 튜닝 노하우로 빚어낸 음색깡패 완전무선이어폰,테크·가전,7612%
[마지막 앵콜] 멀티가 안되는데 멀티탭? 진짜 멀티!! PD 기능 타워탭,테크·가전,7564%
[글로벌19억] 아이패드 케이스의 판을 뒤집다! MOFT 플로트,테크·가전,7534%
"[6519% 앵콜] 먼지, 물걸레, UV살균까지! 멀티무선청소기 작스!",테크·가전,7510%
"[앵콜] 소음에서 해방된 완벽한 사운드, 스컬캔디 헤드폰 Venue",테크·가전,7505%
[올 여름 캠핑과 차박은 ANKER] 다 갖춘 30만원 대 파워뱅크,테크·가전,7500%
[멀티디퓨져] 세계를 돌며 완성한 자연의 향을 내 공간 어디에서나.,테크·가전,7498%
포켓드럼? 비트에 몸을 맡겨라! 방구석에서 제대로 놀아보자!,테크·가전,7476%
킥스타터 38억 달성! 낮에도 보는 리얼 4K 초고화질 스마트 빔프로젝터,테크·가전,7476%
[진짜 '로봇'다운 로봇청소기] eufy 물걸레 하이브리드 로보백 G10,테크·가전,7465%
[UFS 리더기] 당신이 열망하던 빠른 속도를 경험하세요!,테크·가전,7402%
"[9.5억 앵콜] 입체 사운드의 시작, 10만원 대 돌비 사운드바",테크·가전,7340%
[글로벌948억/평점4.9] 닌자 에어그릴 처음이자 마지막앵콜인사드려요,테크·가전,7322%
스마트폰 충전과 데이터 백업을 동시에! 슬기로운 백업 생활 '큐비 듀오',테크·가전,7301%
[8만원대] UV살균+듀얼가습! 올가을 확실히 이-로운 쿨린가습기,테크·가전,7293%
만능요리박사!!샌드위치맨 그명성의 완결판!2021 앵콜대전!!,테크·가전,7273%
[2억7천펀딩]충전 끝판왕! 애플 올.인.원 무선 충전기<에어알리>,테크·가전,7230%
[PPS 지원] 핸드폰부터 노트북까지 버바팀 2만mAh 올인원 보조배터리,테크·가전,7216%
[3.5억앵콜] 혼술족 아기엄마 배달음식 필수템 UV살균 무선진공포장기,테크·가전,7206%
"영화관을 집으로, 빔프로젝터의 새로운 기준, 10만원대 '올뷰 시네마'",테크·가전,7205%
[헤어드라이기] 기술력에 디자인을 더하다ㅣ플러스에어 버터!,테크·가전,7199%
[3만원대 우리집 지킴이!] 간편함에 디자인까지 갖춘 원터치 간이소화용구,테크·가전,7153%
듀얼마이크 노이즈캔슬링 장착으로 선명한 음질 | 모토로라 버브버즈800,테크·가전,7141%
[1억 8천 앵콜] 가심비 혁신! 업그레이드 된 무선믹서기 '프레쉬메일',테크·가전,7126%
[가성비끝판왕] 32인치 240hz! 괴물스펙 게이밍 모니터 등장!,테크·가전,7094%
[만족도4.5 앵콜] 긱스타 X 덱 '명품' 기계식 키보드 #벚꽃 에디션,테크·가전,7091%
[24H 대용량! 가습기와 살균기가 하나로] 건조한 삶에 블루벤트하세요,테크·가전,7086%
"지금까지 보지 못했던 ""차량용거치대""의 새로운 혁신!! 도요치 티그랩!!",테크·가전,7072%
"[글로벌 6억 펀딩] ""무전력"" 로티세리!! 요리는 도구빨 캠핑은 장비빨",테크·가전,7030%
[6.5억 달성] 업그레이드로 돌아온 3만원대 eufy 핸디형 청소기,테크·가전,7024%
[데스커] 책상 위 멀티플레이어! 고속무선충전+USB허브 모니터받침대,테크·가전,7009%
[1.2억 펀딩 신화] 인생 여행패키지! 무선미니 고데기 x 미니캐리어,테크·가전,6999%
[10억앵콜] 의사를 포기하고 5년간 눈만 연구해 만든 오투스플러스,테크·가전,6988%
우리집에 작은 양조장이 들어왔다! 수제맥주 제조기 - 테라 브루,테크·가전,6931%
"거미줄 전선, 방치할 거예요? 전선은 숨기고 인테리어는 살린ㅣ박스탭 클락",테크·가전,6917%
5만원대로 팬톤무선이어폰+듀얼충전패드? 그런데 그것이 실제 일어났습니다!,테크·가전,6911%
[10만원대 커피머신] 집에서 평생 즐기는 별다방 원두커피+캡슐커피머신,테크·가전,6900%
유.무선 이어폰 장점을 결합한 하이브리드 무선이어폰 PaMu Slide,테크·가전,6877%
착용 시 18배 운동효과! 젤패드로 자극을 균일하게! 임상검증 EMS,테크·가전,6812%
[2차 앵콜펀딩] 유튜버들의 필수템! 세팅 3초 컷!!,테크·가전,6782%
진짜 어깨 마사지기 등장! 유지비0+바른자세+깊이가 틀린 MZ세대 안마기,테크·가전,6758%
획기적인 휴대용 3축 짐벌카메라 SNAP G! 컴팩트한 스마트 카메라!,테크·가전,6735%
"[가전계의 파타고니아, 뉴트] 프리미엄케어를 더한 파워풀 청소기",테크·가전,6729%
[마지막 앵콜] 가을캠핑은 ANKER 30만원 대 가성비 파워뱅크,테크·가전,6719%
[글로벌 HIT]폭스콘이 만든 프리미엄 퀄리티의 휴대용 프린터기ㅣ프린트펜,테크·가전,6703%
[풀무원의 무한도전!] 에어프라이어에서 찜기능이? 로티세리에 스팀세척까지,테크·가전,6674%
"[1,000억 ABKO] 다시 돌아온 아이스큐브 키보드 AN10 AN50",테크·가전,6669%
오늘도 충전 잘 하셨나요? 처음 만나는 무선충전기 [레트로덕Q],테크·가전,6615%
[얼룩제거히어로!2차앵콜]언제나!물만있으면OK무선초음파세척스틱!웨이블린!,테크·가전,6572%
[겨울 패딩을 캐리어에 쏙!] 프리미엄 휴대용 멀티 압축기 #패키,테크·가전,6567%
뜨거워진 휴대폰을 COOL하게! 차량용 초고속 무선 충전 거치대,테크·가전,6563%
착하면 척! 레드빈의 투클링 무선충전 보조배터리,테크·가전,6538%
"무선청소기의 본질은 파워! 400와트! 물걸레킷, UV살균브러시는 덤!",테크·가전,6519%
"운전시 신호, 과속 확인을 간편하고, 안전하게 ! HUD 교통안전 단말기",테크·가전,6507%
[5만원대]살균+세척 동시에!더 강하고 더 커진 초음파 UV-C살균세척기,테크·가전,6498%
한겨울에도 이렇게 발이 따뜻할 수 있다고? 후끈후끈 열나는 발열 풋커버,테크·가전,6492%
[4.5억 펀딩컴백] 나만의 맞춤형 사운드 프로필 원모어 컬러버즈2,테크·가전,6470%
"[18,522% 앵콜] 자석 거치대의 편견을 깨다. 2세대 원픽 거치대!",테크·가전,6448%
무선충전과 6가지 기능을 한장의 카드안에! 외출여행출장 필수템 케이블카드,테크·가전,6409%
잠깐! 무거운 줄자는 내려놓으세요. 1초 측정 맥파이 미니 레이저줄자,테크·가전,6404%
[만족도4.9 앵콜] 필터유지비 한달에 830원? 공기청정기 맘(Mam),테크·가전,6383%
"[6567% 앵콜] ""정리 끝! 준비 끝!"" 휴대용 멀티 압축기 #패키",테크·가전,6370%
로봇청소기의 절대강자! 로보락의 듀얼 모터 아쿠아청소기 ‘다이애드',테크·가전,6343%
피지킬러! 더욱 완벽해진 헤드팝포커스 V2 나만의 피지 다이어트,테크·가전,6335%
겨울을 이기는 새로운 방법2 [베스트로닉 발열조끼],테크·가전,6322%
[5점만점 앵콜] 리얼 겜덕후들이 작정하고 만든 닌텐도스위치 겐키 커버독,테크·가전,6292%
아스텔앤컨 최초의 무선이어폰 | 격이 다른 Hi-Fi사운드를 20만원대로,테크·가전,6289%
"[1초컷 스마트폰 스탠드] ""앵콜"" 피드백으로 더 확실하게 돌아왔습니다.",테크·가전,6279%
"노트북 사용자면 무조건 필요한, 테크 악세사리 수납 솔루션 <아이나텍>",테크·가전,6261%
'숙면'을 위한 차세대 '수면기술 장치' AMO+ [아모플러스],테크·가전,6256%
"[끝판왕 등장] 스마트폰 거치대의 끝, 허킨스 스마트서포터 (마지막앵콜)",테크·가전,6255%
"[2만원대 휴대용믹서] 가격과 중량까지 갈아버린, 무선믹서 끝판왕",테크·가전,6253%
화면을 보다 선명하게! 4k로 즐겨보세요! 4k Gamer +,테크·가전,6242%
[글로벌16억] 진짜~제대로 청소하기 원하신다면 여기좀 꼭 봐주세요!!,테크·가전,6241%
♠남다름의 띵작♠ 가장 완벽한 Ai 자동 무선 충전 거치대,테크·가전,6240%
"글로벌 오디오 명가 오디오 테크니카의 완전 무선 이어폰,ATH-CK3TW",테크·가전,6237%
전기 걱정 없는 캠핑/차박 원하시죠? 강력 파워뱅크 스너그맥스로 끝내자!,테크·가전,6178%
아이패드를 위한 혁신적인 360도 회전 스마트 키보드 | DOQO2,테크·가전,6175%
"[세척력-폭발] 무선으로 어디서든 쓱-싹! 더 편하게, 제대로 세척하자!",테크·가전,6168%
"가심비 혁신! 언제, 어디서나 갈아드세요! 무선믹서기 FRESH MAIL",테크·가전,6134%
"순간을 담는 특별한 방법, 플렉서블 카메라 OPPY(오피)",테크·가전,6111%
[글로벌11억펀딩/MOFT] 노트북&태블릿 파우치와 거치대를 하나로!,테크·가전,6101%
[글로벌3억] 스마트폰을 안전하게 보호하는 티타늄 배터리 케이스와 충전기,테크·가전,6071%
"[해외 7.4억] 유니크한 SF디자인의 블루투스 이어폰, 시리우스 프로!",테크·가전,6064%
음식물 처리기가 40만원 대? 냄새와 소음은 줄이고 기능은 더한 갓성비!,테크·가전,6062%
[차주극찬/4.9앵콜] 이젠 공기도 닦자! 특허로 완성된 #향연막기,테크·가전,6053%
3만원대로 만나는 비파괴 북 스캔! 전공책을 10분만에!,테크·가전,6049%
필터 교체 비용 0원! 이제는 물세척 공기청정기 ! [stylies],테크·가전,6043%
노이즈캔슬링 헤드폰을 10만원대로 경험하세요! 스컬캔디 VENUE,테크·가전,6039%
"반의 반 값으로 즐기는 모두를 위한 노이즈 캔슬링, 타오트로닉스",테크·가전,6030%
[2차앵콜]글로벌펀딩 기념! 폴딩+녹음+BT스피커 - 모가비기타,테크·가전,6017%
[ 쿨리 ] 등땀 겨땀을 완벽하게 식혀줄 올 여름 필수 휴대용 선풍기,테크·가전,6016%
"[이즈미 밀리터리 쉐이버] 미국 국방성이 인증한, 프리미엄 전기면도기",테크·가전,5976%
[글로벌14억] 귀에 꽂기만해도 실시간 번역! 비즈니스부터 셀프학습까지!,테크·가전,5976%
"어차피 또 생길 스크래치, 붙이기만 하세요 [UV플러스 강화유리]",테크·가전,5967%
[하이엔드 로봇청소기] 로봇전문기업 보증! 스펙 비교 여기서 종결!,테크·가전,5908%
"""충전 케이블이 3미터라고?"" 휴대성과 튼튼함! 올인원 SOS 케이블",테크·가전,5896%
나도 크리에이터 장비고민없는 유튜브스타팩,테크·가전,5855%
"[글로벌21억] 4단각도거치대와 스탠딩책상을 하나로, MOFT Z",테크·가전,5834%
"[난방중독] 한번 경험하면 절대 헤어나오기 힘든 그 따뜻함! ""포그""",테크·가전,5822%
[4.9만족도 2탄/집콕생활필수템] 폰to태블릿 길어지는 360도 스탠드,테크·가전,5806%
우는 아이 걱정될 땐 eufy 스마트 홈카메라 [평점 4.5점 앵콜],테크·가전,5800%
[글로벌 6억 펀딩] 볼링공 5개를 가볍게 들어올리는 핸디청소기가 있다?,테크·가전,5798%
[앵콜][2.0억목표] 2in1 기능 보풀제거기의 새로운 제안 I 아이고,테크·가전,5782%
"[거품 우오옷~!!] 크림맥주거품기 목넘김이 부드러운 ""비어링""",테크·가전,5768%
뽀송 건조와 99.9% 살균을 동시에! 제대로 돌아온 유토렉스칫솔살균기!,테크·가전,5765%
[앵콜]믿고 쓰는 WELLVENT LTㅣ작지만 강력한 이어폰,테크·가전,5764%
[4.5앵콜] 포켓드럼? 비트에 몸을 맡겨라! 방구석에서 제대로 즐기자!,테크·가전,5749%
"화제의 사원증 녹음기 | 폭언, 성희롱은 이제 그만!",테크·가전,5721%
"[직장인마우스] 피할 수 없다면 보호하세요, ANKER 버티컬 마우스",테크·가전,5687%
"중요한 순간 지적 매력을 더해 줄 PEN, KOSMOS",테크·가전,5686%
선풍기는 잠시 넣어두세요! 들고 다니는 3만원대 에어쿨러 [넥스팬],테크·가전,5683%
"메이플스토리ㅣ커피, 레벨 업보다 쉽다! 세상 귀여운 5분 콜드브루 머신",테크·가전,5674%
[앵콜] 대학병원 한의사와 함께 설계한 베비즈 눈마사지기 PRO,테크·가전,5662%
언제 어디서나 듀얼모니터ㅣASUS MB16ACV 휴대용 포터블 모니터,테크·가전,5653%
"[아마존52억매출] 1만% 4차앵콜, 베루스 천연돌가루 스마트기기 케이스",테크·가전,5643%
"가격은 서브, 스펙은 메인ㅣ5백만명 인정한 듀얼 드라이버 무선이어폰",테크·가전,5634%
"<아마존 1위 키보드> 프로게이머로 오해 받는 플레이, 여기서 나옵니다.",테크·가전,5607%
'숙면'을 위한 '웨어러블 수면 디바이스' 아모플러스,테크·가전,5596%
★독일에서 국내 상륙!★ 5개의 케이블을 하나로! <하이파이브>,테크·가전,5569%
"[연기, 냄새 싹-흡입] 구이용 그릴 l 스마트베리 스모크리스 K그릴",테크·가전,5545%
여행의 기억을 세계지도에 차곡차곡 <별빛 지도 무드등 사이너>,테크·가전,5531%
"[닌텐도, 플스5] 이제 컴퓨터로 콘솔 게임을 즐기자! 겐키 쉐도우캐스트",테크·가전,5527%
홈트? 더이상 고생할 필요 NO! [EMS 레깅스] 입기만 하면 되니까요,테크·가전,5484%
[싹- 다 비교해보고 오세요] 무선청소기의 최종진화! 인빅터스 X9+워터,테크·가전,5482%
건조불감증 주의! 촉촉하고 똑똑하게 작동하는 윈코 스마트 AI 가습기,테크·가전,5474%
"[2차 앵콜] 누적 3억 펀딩, 가심비 혁신! 무선믹서기 '프레쉬메일'",테크·가전,5470%
[크기혁신] 화장품만한 손풍기가 있다고? 오클레스 초소형 휴대용 선풍기,테크·가전,5462%
"완벽에 가까워진 북스캐너 시저 ET18Pro+WiFi+1,000dpi",테크·가전,5453%
니트/코트의 계절이 왔다ㅣ세탁소에서도 인정한 성능부터 다른 찐 보풀제거기,테크·가전,5406%
"에디슨, 쎄쎄련하게 돌아오다. 초강력, 초경량 휴대용 선풍기 [WAVY]",테크·가전,5399%
"[글로벌5억펀딩] 여행, 캠핑, 일상 필수템! New맥스펌프2",테크·가전,5394%
누적5.7억 샤크닌자 블렌딩+다지기+채/편썰기까지 올인원 블렌더 앵콜해요,테크·가전,5394%
[13억 마지막 앵콜펀딩] 열고 넣고 닫고! 끝.린클 미생물 음식물처리기,테크·가전,5372%
[끝판왕 등장] 무선충전? 휴대폰 거치대? 스마트서포터 하나로 끝!,테크·가전,5370%
"휴대용 선풍기의 혁신, 7개의 바람과 양손의 자유를 더하다.",테크·가전,5332%
면도'날' 바꾸지 말고 새것처럼 강력세척! 특허출원된 면도기클리너,테크·가전,5325%
[14770% 앵콜] 손가락 하나로 디지털 기기를 컨트롤! 릿제로 X,테크·가전,5325%
완전 무선 이어폰과 하나가 된 스피커 '피아톤 BOLT',테크·가전,5321%
2초마다 바른자세! 바른습관을 키우는 스마트한 넥밴드,테크·가전,5293%
[글로벌 17억 앵콜] 아직도 줄자 쓰세요? 맥파이 양방향 레이저 줄자!,테크·가전,5290%
한달에 한번충전 무선이어폰 VJJB HongPods,테크·가전,5274%
프리미엄 게이밍 키보드 PURI RGB 그리고 PURI_TKL RGB,테크·가전,5271%
[앵콜] USB연결로 1인 미디어 시대 준비 끝 | 프리미엄 콘덴서마이크,테크·가전,5257%
마이크 하나로 내 방이 스튜디오가 되는 기적,테크·가전,5248%
[WELLVENT] LT 블루투스 이어폰,테크·가전,5241%
[10만원대에 만나는] 길이 조절 가능한 나만의 평생 스마트 전동 커튼!,테크·가전,5239%
[20만원대 갓성비] 당신의 스마트폰을 고성능 노트북으로 만들어드립니다!,테크·가전,5226%
[5천만펀딩/앵콜] 간편함을 더해 강력해졌다! 업그레이드 ESL텀블러,테크·가전,5224%
열고 넣고 닫기만 하면 요리가 뚝딱!요리가 쉬워지는 마법 [샌드위치맨],테크·가전,5214%
고밀도 메모리폼 시트에 분당 2500회 진동 마사지까지 더블로 가!,테크·가전,5206%
[앵콜] 이어폰의 한계를 없애다 WELLVENT LT PRO,테크·가전,5201%
"내 손안에 크림맥주 전문점이? 캔맥주, 병맥주, 피쳐까지?",테크·가전,5170%
이런 마이크는 처음이지? ASMR+지향성+전방향이 하나로!,테크·가전,5161%
새기고! 자르고! 돈 벌어주는! 레벨이 다른 레이저 커터&각인기 [비모],테크·가전,5148%
손으로 빡빡 문지르는 그 손맛 그대로! 샤클라 물걸레 청소기,테크·가전,5146%
수 천명의 손목을 보호해 준 인체 공학적 손목 받침대 델타허브 카르피오,테크·가전,5124%
"소음은 지우고, 사운드에 몰입하다 : 어바니스타 런던 노이즈캔슬링 이어폰",테크·가전,5110%
만족도 4.4 앵콜쇄도! 새해부터 틱타임으로 시간관리 하세요.,테크·가전,5110%
캠핑 전기걱정 올킬!! 배터리만 교체하면 새 파워뱅크로 변신! 일렉칸타,테크·가전,5083%
[일잘러 필수 LED조명] 어디서든 모니터에 얹기만 하면 된다고?,테크·가전,5071%
얼룩 킬러의 등장! 묻은 순간세척! 충전형! 무선초음파세척기! 웨이블린,테크·가전,5071%
셀카봉+삼각대+거치대 = 총 12가지 디바이스를 하나로 [상상해셀카봉],테크·가전,5044%
<괴물 청소기> 라면을 한 입에 싹! 오물 청소+물걸레질+진공 청소까지!,테크·가전,5018%
덴마크의 감성디자인과 50년 역사의 하이파이 오디오가 만나면?,테크·가전,5002%
"무선충전기의 영역을 넘었다, 카딱 스마트 무선고속충전기",테크·가전,4991%
애플펜슬 유저들을 위한 실리콘 팁! 아이펠리가 만들다!,테크·가전,4989%
하루종일 수고한 내 눈을 위한 [베비즈 눈마사지기 2세대],테크·가전,4987%
[앵콜 펀딩] 충전 스트레스에서 당신을 구조해줄! 올인원 SOS 케이블!,테크·가전,4972%
"세상에 없던 스마트한 카메라 어시스턴트, 키노피 루미 마크원!",테크·가전,4950%
올여름. 한 달 5백원으로 에어컨 없이 보내는 방법 [착한 에어컨],테크·가전,4941%
[누적매출 66억] 전동드라이버 최강자 논쟁의 끝! 하이브로 H500,테크·가전,4922%
[9299% 앵콜] 누르기만하면 술맛이 부드러워져요ㅣ술 에어레이터 끝판왕,테크·가전,4912%
[냉장고가 냉장고다워야지!] 카카오프렌즈 미니 냉장고 라이언&어피치,테크·가전,4906%
"1.28kg, 20만원대 메탈 노트북: 베이직북13",테크·가전,4904%
앵콜!! 전기차도 LFP베터리! 안전하고 강력한 초대용량 파워 스테이션!,테크·가전,4901%
노터치 노스멜 노스트레스 쓰레기통,테크·가전,4896%
[무선 핸드블렌더] 다 갈아버리겠다! 26년 전통 도깨비방망이,테크·가전,4893%
[앵콜] 이제 누워서 불 끄세요! 블루투스 스마트 스위치,테크·가전,4888%
세균: 제발 이거 클릭하지마세요. 저희 다 죽습니다.,테크·가전,4887%
"7만원대로 만나는 가장 작고 가벼운 퍼스널 홈씨어터, EM-W110",테크·가전,4884%
"[브라운,샐리와함께!] 예비유튜버를 위한 ASMR 녹음도 가능한 마이크!",테크·가전,4879%
[누적 55억/5점 만점 앵콜] 빛나는 휴대용 레이저 각인기 레이저 패커,테크·가전,4877%
"[1.4억 펀딩] 먼지, 물걸레, UV살균까지! 멀티무선청소기 작스!",테크·가전,4877%
[누적7.2억] 블렌딩+다지기+채/편썰기 샤크닌자 올인원블렌더 앵콜해요,테크·가전,4868%
[앵콜 펀딩] 활용도 끝판왕! 다용도 DIY 거치대! 제노믹스 그래버,테크·가전,4834%
2만원대 가심비 무선믹서기! 강력한 6중 칼날에 2단계 속도조절까지!,테크·가전,4833%
[교체/유지 비용 없이] 평생 쓰는 차량용 공기청정기 에어독 V5,테크·가전,4828%
[누적25억 달성] 단 19만원에 누리는 필요한 기능 총집합 스마트스캐너,테크·가전,4819%
100억펀딩 퀄컴 공동개발 블루투스이어폰 TEMPO T5 PLUS,테크·가전,4816%
모두가 불편한 '숨쉬다'의 변화 웨어러블 공기청정의 시작 '에어로브레스',테크·가전,4809%
[스팀끝판왕] 13가지 스타일로 우리집 싹~쓰리하는 스팀청소기!,테크·가전,4805%
[2만원대 살균기] 언택트 시대 지친 마음 달래는 똑똑한 살균 에티켓,테크·가전,4800%
"마음껏 쓸 수 있어야, 진짜 포터블 모니터입니다. [프리뷰]",테크·가전,4798%
"마스크시대, 피할 수 없다면 눈에 올!인!하자 [속눈썹&눈썹 미용기기]",테크·가전,4795%
"[바디드라이어] 샤워 후 온 몸 구석구석 말리세요, 건강기록까지 측정!",테크·가전,4771%
3월 미세먼지! 무선으로 사용이 가능한 휴대용 공기청정기로 대비하세요,테크·가전,4746%
[2만원대] 아이템 하나로 공간을 바꾼다.감성까지 충전하는 무선충전기!,테크·가전,4733%
무려 5코일! SKY 멀티파워패드. 10W+10W=20W,테크·가전,4720%
글로벌40억! 리얼 겜덕후들이 작정하고 만든 닌텐도스위치 겐키 커버독,테크·가전,4712%
"솔라카우, 아이들을 사랑한 태양광 소의 이야기.",테크·가전,4709%
"키보드도 내가 만든다! 취향 따라 조립하는 게이밍 키보드, 펄사 PCMK",테크·가전,4706%
글로벌3억 | 포터블 면도기의 끝판왕 ERAZOR with 세라믹블레이드,테크·가전,4697%
1만원대/무선이어폰만큼 작지만 99.9%살균! 휴대용 칫솔살균기 #셀프미,테크·가전,4673%
[업그레이드 앵콜] 다시한번 가격파괴 차량용 무선충전 거치대 핸디그랩,테크·가전,4667%
"[3,208%달성] 11개 프로그램 핵심 단축키를 담은! [단축키카드]",테크·가전,4663%
[경이적!리뷰평점4.6!앵콜]언제어디서나!무선초음파세척스틱!웨이블린!,테크·가전,4655%
<팬톤 파워뱅크> 15W 고속멀티무선충전+거치대+디자인을 모두 갖추다!,테크·가전,4644%
뭉개고 던져도 괜찮아! 말랑말랑 쿠션 무드등 [쿠드등],테크·가전,4637%
"[2억앵콜] 6만원대로 만나보는 ""오픈형"" 어바니스타 스톡홀름 플러스",테크·가전,4633%
[핸디워치] 애플워치를 가장 럭셔리하게 즐기는 방법.,테크·가전,4627%
저 오늘 Hair 졌어요.. 덥수룩한 털들과 By 메리디안 전신 트리머,테크·가전,4627%
[누적 5억] 손톱보다 작은 노이즈캔슬링 이어폰. 원모어 컴포버즈미니,테크·가전,4623%
"[앵콜 3,999%] 엄마손이 약손,이젠 쉬안이 약손!, 복부 전문관리기",테크·가전,4617%
[4억 앵콜펀딩] 음식물 쓰레기를 자연분해하는 바이오린클,테크·가전,4594%
[3차앵콜]뱃살 걱정끝! 아무도 모르게 나는 지금 복근 운동 중!,테크·가전,4588%
[글로벌8억펀딩/업그레이드컴백] 올인원 무선충전기 끝판왕 슬라이스차지 3,테크·가전,4584%
"[4만원대 급수기] 집 안에서 자연 속 샘물을 만나다, 여울 물결급수기",테크·가전,4553%
"[최초 공개] 흔들고, 붓고, 연결하면 끝! 5분 만에 숲을 선물합니다!",테크·가전,4553%
[누적 2.8억]리얼 EMS 이번엔 무릎! 마사지부터 근력운동 모드까지!,테크·가전,4550%
"[칫솔살균기끝판왕] 칫솔, 살균만 하니? 클린디로 건조도 해!",테크·가전,4521%
상상하는 모든 것을 만들다. 화제의 3D 프린터 '오버클론',테크·가전,4512%
노트북 위에 결합하는 64키 텐키리스 NuType F1 기계식 키보드,테크·가전,4506%
[유라이브]LCD없는 순정형 빌트인 블랙박스!스마트폰으로 바로 확인하세요,테크·가전,4492%
클라우드는 그만! 결제 없이 꽂는 순간 '자동휴대폰백업' [포토큐브 C],테크·가전,4491%
[글로벌 34억] 10만원대 북스캐너 손 쉽게 전자책 만들기,테크·가전,4477%
[4만원대 스마트 진공 음쓰 보관기] 왜 음쓰통에서 아무 냄새가 안나지?,테크·가전,4471%
"[두피차] 여름철 모발 스트레스, 휴대용 두피 쿨링기로 간단히 해결",테크·가전,4467%
[세상편한] 전에 없던 신개념 히든 룸미러 거치대,테크·가전,4466%
완전무선 이어폰에 노이즈캔슬링을 구현한 노캔의 선구자 - 리너 NC100,테크·가전,4459%
[엉덩이 사수작전] 하루 10분 근막 마사지기 에어피티 3세대,테크·가전,4452%
[10.8억 앵콜] 꼼꼼한 와디즈 서포터분들이 인정한 휴대용 레이저각인기,테크·가전,4448%
[주파집] 자동 가로모드는 처음이죠? 15W 차량용 무선충전+거치대,테크·가전,4435%
[편백] 담은 차량용 공기청정기 수피 #가성비#국내산#피톤치드#편백나무,테크·가전,4434%
"[2.5억 앵콜] 역대급 만족도의 전기면도기, 리미티트 컬러로 돌아오다",테크·가전,4416%
[어버이날 전 배송]무릎 전문관리를 집에서! 공기압+원적외선+온열+저주파,테크·가전,4410%
"[한정수량] 취미는 청소, 특기는 귀여움. 아이클레보 라이언 로봇청소기",테크·가전,4399%
"[5점앵콜] 써본 사람은 아는 프리미엄 성능, 이즈미 밀리터리 전기면도기",테크·가전,4384%
5점만점 돌아온 달인파워툴 블루! 헤드11종 DIY 전문공구 확실한기능!,테크·가전,4382%
노트북과 핸드폰을 한 시야에! 간편하게 즐기는 듀얼스크린 | MOFT,테크·가전,4382%
특별한날 연인과 함께하는 신개념 홈테라피 : 럭셔리 핫스톤 스파 S1,테크·가전,4380%
꿈꿔왔던 나만의 공간이 시네마가 되다. [4500루멘] 나만의 빔프로젝터,테크·가전,4366%
커피인이 사랑하는 하리오ㅣ모두가 기다린 하리오의 온도 조절 드립케틀,테크·가전,4353%
[8146%달성]얼룩을 한방에 지우는 핸디형! 무선초음파 세척기!,테크·가전,4351%
[1647%앵콜] 특허 출원한 누락 없는 블랙박스가 다시 왔다!!!,테크·가전,4348%
"멜로우 램프스피커, 소리와 빛으로 공간을 채우다.",테크·가전,4310%
[국내독점] 에어팟 프로 유저를 위한 노마드 프리미엄 가죽 케이스,테크·가전,4290%
