title,category,reward
"[누적펀딩금액2억] 게이머를 위한 ""진짜 게이밍 의자"" 삼공체어 X-it",테크·가전,4281%
"딱 하루 20분! 저출력 레이저 빛으로 두피는 건강하고, 모발은 튼튼!",테크·가전,4279%
"[무선충전 가능!] 탈부착식 카드수납 핸드폰케이스, 신지마운트 밴드그립",테크·가전,4261%
[평점 4.9점 스마트 빔프로젝터 앵콜] 휴대폰 연결없이 넷플릭스 본다?,테크·가전,4237%
[글로벌48억] 레이저 커터/각인기의 끝판왕! Cubiio2,테크·가전,4233%
"카운팅부터 기록까지 알아서 하니까 넌, 뛰기만 해! 점핏 스마트 줄넘기",테크·가전,4201%
"[여름은 차갑게, 겨울엔 뜨겁게] 통째로 빨아쓰는 ESL매트",테크·가전,4196%
매일 나를 지키는 [경량 생존구호키트X도난예방 및 호신용 스마트트래커],테크·가전,4189%
CPU N5000으로 더 빨라진 노트북 : 이그닉 바이북14X,테크·가전,4187%
[1만원대 멀티허브] C타입+A타입+젠더~3개 사지말고 1개만 펀딩하세요,테크·가전,4187%
"[스누피] ""네가 있어 참 다행이야"" 매일 쓰고 싶은 초강력 무선 청소기",테크·가전,4181%
[150대 한정] 식용유 없이 뚝딱!? 요리가 쉬워지는 레가토 전기그릴,테크·가전,4178%
"[완벽한 집중력] 몰입타이머 '마이니', 피터드러커 타임!",테크·가전,4176%
[글로벌 1.5억] 닥터쿼럼 : 그 어느 때보다 밝은 미소,테크·가전,4159%
"[1만원대] 어두운 밤, 노트북을 보고 있는 당신의 눈은 안녕하십니까?",테크·가전,4155%
"[3,500명의 선택]누런이 탈출! 미백 음파전동칫솔의 끝판왕 메가스마일",테크·가전,4153%
"[1차앵콜] 여행, 캠핑, 일상 필수템! New맥스펌프2",테크·가전,4144%
"소중한 에어팟을 지켜줄 조약돌 같은 단단함 ""샌드스톤"" 프리미엄 케이스",테크·가전,4144%
언제 어디서나 나만의 프리미엄 커피 [펀캐스트라] 그라인더,테크·가전,4143%
이세상 스피커가 아니다! GravaStar VENUS,테크·가전,4143%
해외여행! 세계 어디라도 걱정없는 2020년형 벤트 QC3.0 멀티플러그,테크·가전,4137%
[아마존 평점 4.5] 방마다 둬도 부담없는 3만원대 홈카메라,테크·가전,4101%
"[하이브리드ANC이어폰] 추억의 코원이, 기가막히게 막아드립니다!",테크·가전,4096%
필터없는 공기살균기로 우리집 소독하기!! 바이러스 및 악취 제거,테크·가전,4073%
따로 가지고 다녀? 외장SSD와 허브를 결합한 '버바팀 하이브리드 허브',테크·가전,4066%
[글로벌10억] 블루투스5.2 메인급 스펙 차세대 듀얼 무선이어폰,테크·가전,4051%
[앵콜] 예비 유튜버를 고민중이라면? ASMR 녹음까지 완벽한 마이크!,테크·가전,4049%
아마존이 인정한 유그린! 세상의 모든 폰과 태블릿을 더블폴딩 스탠드로,테크·가전,4043%
붙이는 과정 생략! 노트북 마그네틱 보안필름 SenseAGE.,테크·가전,4029%
[20만원대 의류건조기] 15분 초고속 건조혁명. 홈세라 에어로데이지,테크·가전,4024%
착! 달라 붙는 #무선 #유선 #고속 #초슬림 맥세이프 보조배터리!,테크·가전,4019%
[글로벌 5억] 6만원대로 시작하는 음파전동칫솔 | 오클린 X pro,테크·가전,4017%
"[5634% 앵콜] 가격은 서브, 스펙은 메인ㅣ듀얼 드라이버 무선이어폰",테크·가전,4017%
[안테나 8개로 집안구석까지!] 끝판왕 WiFi6 무선공유기 RAX120,테크·가전,4005%
"[20만원대 고급형 지압 복부관리]엄마손이 약손,이젠 쉬안이 약손!",테크·가전,3999%
리모컨NO 스마트폰YES 신기한 자동화 SwitchBot 미니&미터,테크·가전,3994%
[파키2 딜러팩]키보드+마우스+오디오+음성 올인원 컨트롤러 블랙에디션!,테크·가전,3994%
[무선다리미 혁신] 셔츠다림질에 까다로운 영국신사들이 열광한 모피리처드!,테크·가전,3977%
"[10억 펀딩성공]놀라울만큼 스마트한 스캐너, 아우라엑스. AURA X",테크·가전,3974%
[평점 4.5앵콜] 1초컷 가죽 스마트폰 스탠드로 폰을 업그레이드 하세요,테크·가전,3950%
5분만에 추출하는 콜드브루 커피 머신! #가장빠른 #음파진동 #소닉더치,테크·가전,3947%
[2만원대] *스위치딸깍* 한번으로 무선제어 스마트홈 시작! 어서와요,테크·가전,3947%
[74억펀딩]캠핑용부터 무선충전까지 가능한 'BLUETTI 파워스테이션',테크·가전,3931%
제습기를 안 산 이유? 바로 지금을 위한 신중함이었던 것ㅣ간편미니제습기,테크·가전,3926%
휴대용 스피커가 분리되는 올라운드 공간 블루투스 스피커 '레브',테크·가전,3924%
피지관리는장비빨!피지제거 3초컷!헤드팝포커스로 피지뽑는 손맛을 느껴보세요,테크·가전,3918%
[코오롱글로벌]저온건조 슈즈관리기ㅣ알아서 신발 수명이 2년 늘어난다면?,테크·가전,3916%
[4억앵콜/글로벌52억] 레이저커터/각인기의 끝판왕! Cubiio2,테크·가전,3910%
[글로벌20억] 눈에도 힐링이 필요하다! 세계가 열광한 눈마사지기!,테크·가전,3906%
"대한민국 직장인 여러분, 더이상 눈치보지 마세요 #거치형 보안필름",테크·가전,3904%
콘택트렌즈를 99.9% 멸균하고 완벽한 세척이 가능한 제품,테크·가전,3900%
"[누적 0.9억 마지막 앵콜] 15cm로 접는, 3만원 대 핸디형 청소기",테크·가전,3899%
발냄새 해결은 장비빨 ! 휴대용 신발 건조살균기 [ 신약 ],테크·가전,3894%
앵콜! 냉장고 냄새가 두려운 당신을 위한 솔루션! 다용도탈취기 <퓨어링>,테크·가전,3882%
[냉장고가 이렇게 귀여워도 되나요] 세상에 없던 브라운/샐리 냉장고 탄생,테크·가전,3876%
"글로벌 10억,돌려끼우는 완전무선이어폰, 커스텀핏 비핏!",테크·가전,3873%
[마지막 앵콜] 뱃살 걱정끝! 인테니스스포츠로 티 안 나게 복근 운동중!,테크·가전,3872%
<휴대용 프린터기> 어디까지 써보셨어요? 누구나 쉽게 상상을 현실로ㅣP1,테크·가전,3853%
N사 대표 보풀제거기 끝판왕ㅣ니트/코트 겨울옷 새옷처럼 보관하세요,테크·가전,3845%
[2차/1971% 앵콜] 괴물같은 와이파이 데드존킬러 WiFi6 공유기,테크·가전,3841%
물을 뿌리고 흡입하는 진공 물청소기! 라면도 한번에흡입! 벤투스아쿠아프로,테크·가전,3840%
[감사앵콜] 근육&밸런스 동시강화 - 원데이트레이닝보드 (애니바로S),테크·가전,3825%
수돗물과 소금만 있으면 살균&탈취제가 된다? 전해수기<그린비타>,테크·가전,3825%
[누적펀딩액 3.6억] 신개념 블루투스 리모컨 릿제로 마카롱,테크·가전,3822%
[4차앵콜/2억 7천] 치우기 편해서 매일 써요! 전기그릴 레가토,테크·가전,3821%
"[3만원대 무선 핸디형청소기] 자취방.사무실.자동차 ""청소가 쉬워져요""",테크·가전,3815%
[갖고싶은연말선물] 306개의 LED로 얼굴과 목까지 한번에 관리,테크·가전,3806%
"[초가성비 전기면도기] 5만원대로 ""살균""까지 가능한 면도기 보셨나요?",테크·가전,3804%
"가장 심플하게 향기를 즐기는 방법, 캡슐 디퓨저 <피움>",테크·가전,3792%
나 있을 땐 환한 조명 나 없을 땐 99.9% 확실한 살균,테크·가전,3788%
[앵콜/만족도4.7] 편백 담은 차량용/휴대용 공기청정기 수피,테크·가전,3787%
"[만족도4.8앵콜]3초페어링과 IPX7의 방수력""NABI""",테크·가전,3774%
뭉친곳 어디든 다 풀어버리는ㅣ이것은 쿠션인가 안마기인가 #안마맛집제스파,테크·가전,3767%
아이패드의 변신- 태블릿과 랩탑의 경계를 순식간에 넘나든다 | DOQO,테크·가전,3753%
"[마스크집] 13,500원으로 마스크 보관하며 UV-C 클리닝까지!",테크·가전,3747%
"주머니에 쏙, 10미터셀카+무선리시버+게임패드+키보드+마우스 '파키'",테크·가전,3741%
"지금, 여기, 내가 있는 공간을 책상으로 만들어주는 [에르고미 랩데스크]",테크·가전,3735%
세상에 없던 멀티포트! 라면부터 전골까지 불 없이 끓이자,테크·가전,3715%
[9억 앵콜펀딩] 음식물 쓰레기를 자연분해하는 바이오린클,테크·가전,3705%
"냄새는 빼고 향기를 더하다. 가장 스마트한 디퓨저, 컨크",테크·가전,3703%
"[글로벌6억] 홈 로스팅을 완전히 바꿀, 원두 로스터의 혁명 | 샌드박스",테크·가전,3703%
[저당밥솥]국내최초 직접가열 방식!31%당질저감!최고 스펙!,테크·가전,3693%
"[활용도 끝판왕 거치대] 다용도 DIY 거치대, 제노믹스 그래버",테크·가전,3692%
"좋은 건 티가 납니다. 멀리서도, 바람과 품격이 다 느껴지는 핸디선풍기.",테크·가전,3686%
[800억 앱코가 일냈다!] 이런 키보드 봤어 ? #아크릴 게이밍 키보드,테크·가전,3684%
상쾌한 이 공간이 너무 사랑스럽다~^^*[UV살균하는 똑똑한 공기가습],테크·가전,3682%
거북목 쭈욱 척추 쫙 I 집에서 하는 디스크치료 의료기기 CORE-Ray,테크·가전,3665%
"[앵콜]7만원대로 만나는 9D서라운드 블루투스이어폰,보조배터리까지 장착!",테크·가전,3659%
의류 속 찌든 얼룩 타파! 초음파 세척기 샤인클리너,테크·가전,3658%
37억 펀딩! Hi-Fi 무선충전 블루투스 이어폰 '파뮤스크롤',테크·가전,3648%
"내 폰이 TV가 되다. 3000개의 앱을 담은 메탈 스마트TV, 트루비",테크·가전,3642%
[네오스마트펜 RECO] 손글씨에 음성과 영상을 저장한다고?!,테크·가전,3640%
[해외 60억] EF DELTA 핸드폰부터 전기차까지 급속충전! 파워뱅크,테크·가전,3616%
"기타리스트 주목! 카포와 튜너가 하나로, 카포+튜너 [그랩튠]",테크·가전,3611%
[릿제로x질렐루야] 간편한 터치로 작동하는 신개념 블루투스 리모컨,테크·가전,3606%
[고기 불판 갈지 마세요]터치 한번에 자동으로 바뀌는 세상에 없던 그릴!,테크·가전,3602%
[5억 펀딩] 근적외선 전문가가 만든 혁신적인 무릎 마사지기,테크·가전,3602%
[십만원대]찐득한 장마철을 FRESH하게! 쿨린 제습 공기청정기,테크·가전,3595%
"[업그레이드펀딩]단 1원으로 필터교체?무한필터 소용돌이공기청정기, 스워셔",테크·가전,3585%
"★앵콜★ ""이제는 속부터 말리자!"" 두피부터 말려줄 스마트 헤어드라이어",테크·가전,3581%
[4.5앵콜] 0.8초면 손씻기 준비 끝! 디자인부터 반응속도까지 완벽!,테크·가전,3575%
전기걱정없는 캠핑/갖출건 다 갖췄다 2kg 가볍고 슬림한 인산철 파워뱅크,테크·가전,3574%
[일회용컵 OUT!] 한손으로 텀블러 세척부터 살균까지,테크·가전,3574%
흔들림 없는 영상! 스마트폰 짐벌 셀카봉 [MOZA NANO SE],테크·가전,3573%
[평점 4.9점 앵콜] 색감이 모든걸 말해주는 무선 이어폰 SONG X,테크·가전,3569%
80%충전까지 35분! 5개 기기 동시 충전 파워뱅크 [플래시],테크·가전,3565%
[3차 앵콜펀딩] 유튜버들의 필수템! 세팅 3초 컷!!,테크·가전,3559%
[앵콜/글로벌 7억 펀딩] 애플 유저를 위한! 완벽한 무선충전기!,테크·가전,3555%
"홈 카페가 되는 시간. 단 5분! 가정용 콜드브루 커피메이커, 소닉더치",테크·가전,3552%
[초보자가 PRO가 될 수 있는 가장 쉬운 방법] 포장마법사 텐도 4세대,테크·가전,3547%
글로벌 30억 펀딩 스타일리쉬한 완전무선이어폰 EOZ Air,테크·가전,3540%
♥글로벌5억펀딩♥스마트 홈을 만드는 끝판왕! ○스마트 에그○,테크·가전,3537%
"주머니속 작은 필수템, 손바닥보다 작고 가벼운 미니 선풍기",테크·가전,3536%
또 한번의 감동! 깨끗함 + 세균까지 잡는 다용도 초음파 세척기 라하츠,테크·가전,3535%
[앵콜]무선충전과 6가지 기능을 카드안에! 외출여행출장 필수템 케이블카드,테크·가전,3532%
★휴대폰 카메라의 혁명★내 휴대폰으로 예술 사진을! <리볼버 렌즈>,테크·가전,3528%
에어워셔 가습기에 초미세먼지 공기청정기를 합치는 게 가능해? <제로웰>,테크·가전,3525%
하마터면 그냥 홈트할 뻔했다. 홈트효과 극대화 시켜주는 미라클 EMS,테크·가전,3521%
[2.1억 앵콜] 2배 강력한 분무량으로 돌아온 항균소재 무선 가습기,테크·가전,3501%
"이게 면도기라니! 에어팟 크기의 혁신적 디자인, 이젠 어디서나 관리하세요",테크·가전,3498%
단 5초면 끝! 쉽고 빠르게 비상상황에 대처하는 | LED 비상 삼각등,테크·가전,3497%
세련되게 일상 속 소음을 잠재운다 - 어바니스타 마이애미 ANC 헤드폰,테크·가전,3489%
역대급 150W!! 충전고민 그만! 길~고 편리하게 한방에 해결,테크·가전,3484%
"초 깔끔한 블루투스 마이크가 왔다! 진로 x 호브로 콜라보 ""꺼비마이크""",테크·가전,3480%
[집에서 즐기는 영화관 돌비사운드] 무선 홈 시어터 5.1ch&7.1ch,테크·가전,3463%
[마지막펀딩]애타게 찾던 꿈의 매트ㅣ공기순환식 사계절 기능성_'닥터매트',테크·가전,3461%
[먼지부터 세균까지 올킬] 인공지능 공기살균기 인에어(In-Air),테크·가전,3455%
다기능 무선충전 보조배터리ㅣ충전/거치/촬영이 하나로 [올리 OLLY],테크·가전,3443%
"국민 내비게이션, T MAP을 가장 빠르게 사용하는 방법!",테크·가전,3434%
올 여름 해외여행은 음성인식 번역기 <바로바로톡>만 믿으세요!,테크·가전,3417%
"피로한 눈이 상쾌해지고, 촉촉해지고, 잠도 잘 오는 마법의 눈찜질기",테크·가전,3415%
<팬톤 파워뱅크> 15W 고속멀티무선충전+거치대+디자인을 모두 갖추다!,테크·가전,3406%
"[경주마,운동선수]만의 LED 테라피, 이제 8만원대로 나도 같이!",테크·가전,3397%
음악과 속도에 심장이 뛰는 당신이라면ㅣ클립쉬 X 맥라렌 콜라보 국내첫상륙,테크·가전,3369%
[1만원대 거치대 끝판왕]붙이지 않아 더-편한 노트북&폰 거치대,테크·가전,3368%
[특급가성비/5가지 특별한 기능] 효율적인 청소의 끝판왕 벤투스9200,테크·가전,3365%
"화날수록 강해지는 흡입력! 최대13,000Pa 초강력 도날드덕_무선청소기",테크·가전,3363%
[1일 1백업]아이폰 충전 중 간편하게 자동 백업하자! '큐비 프로',테크·가전,3355%
[아침을 바꾸는] 씻겨야 꺼지는 반려에그 알람 MOGG,테크·가전,3352%
[만족도4.9/앵콜] 인테리어완성형 움직이는 디붐 픽셀아트 디지털액자,테크·가전,3341%
"두손은 자유롭게, 사용은 다양하게 캐터필라 핸즈프리 라이트",테크·가전,3339%
[앵콜] 약 챙겨 먹는걸 까먹는다면 언제 어디서든 l 스마트 약통,테크·가전,3336%
"접어서 단패드로!, 펼쳐서 장패드로! [폴더블 고속무선충전 마우스패드]",테크·가전,3335%
"""청소할 시간에 놀기나 하세요"" 9.5억 펀딩 eufy 물걸레 로봇청소기",테크·가전,3334%
[듀얼살균] 펭~하! 베이비펭수 UVC+UVA 듀얼케어 무선 칫솔살균기!,테크·가전,3332%
인테리어 끝판왕!! 디붐 픽셀아트 액자 PIXOO-MAX,테크·가전,3319%
분유타기 7초 자동완성! 베이비 브레짜 신형 국내 공식 출시,테크·가전,3317%
[세상에 없던 그래핀 나노발열] 어디서나 사용 가능한 무전자파 온열밴드,테크·가전,3315%
[세계가 놀란 모바일프린터]무엇을 원하든 맘대로 출력하자! 네일아트도 해,테크·가전,3312%
"손 씻기 30초, 그 찰나의 시간이 귀찮지 않도록 [피노키오 디스펜서]",테크·가전,3289%
[앱등이 필수템] 4가지 애플기기 무선충전을 한번에 #에어박스,테크·가전,3287%
"위생에 진심인 당신에게, 내일의 깨끗한 물 한잔을 위한 개인컵 UV살균기",테크·가전,3282%
[평점 5.0 만점 앵콜펀딩 ] 43년 불판 장인 고세구씨의 미미그리들!,테크·가전,3274%
"[앵콜] 칫솔, 이제는 접기만 하세요.살균은 알아서 할테니!",테크·가전,3256%
DUEX : 노트북 듀얼모니터의 지존,테크·가전,3247%
[나노다운 슬림함] 프로급 듀얼 충전! 슈피겐의 세번째 나노프로!,테크·가전,3240%
"내가 필요할 때, 핸드폰을 들어줄 또 하나의 손 / 메보게 핸드폰거치대",테크·가전,3236%
[앵콜펀딩] 16487% 달성!! 세븐앤미로 에스프레소부터 라떼까지!,테크·가전,3230%
[무중력 스팀다리미] 아직도 손목 쓰시나요? 이제 손가락으로 다림질하세요,테크·가전,3226%
나만 열 수 있는 다이어리! 보조배터리까지? LEPOW E-BOOK!,테크·가전,3224%
전기없이 착용만으로 발열이 된다고? EMS 기능까지! [HEATNESS],테크·가전,3220%
애플기기 충전계의 마스터피스! 버바팀 4 in 1 애플 충전 스탠드,테크·가전,3217%
[샤크/닌자초퍼] 이번에 7만원대 초간단 블렌딩/다지기 촵촵! 초퍼입니다,테크·가전,3214%
[누적 5288%] 한 개로 두 가지 기능을! 무선고속충전 마우스패드,테크·가전,3211%
이 시대 프로 멀티태스커! 11개 프로그램 단축키를 담은 [단축키 카드],테크·가전,3208%
[11520%앵콜]★14일간만★두꺼운 지갑은 굿바이! 팬텀월렛 <1.5>,테크·가전,3207%
[2551% 앵콜 펀딩]업무시간을 확! 단축시켜주는 단축키종결자 장패드,테크·가전,3204%
[슈피겐] 크기는 나노 속도는 프로급! 아이폰 GaN 고속충전기,테크·가전,3200%
[평점4.9메이커] 고속허브 HDMI 스탠드 품은 도킹스테이션 X-Kit,테크·가전,3199%
"[ 드드드 ] 선남선녀 머리 감을 때, '드드드' 음파 진동 해보세요!",테크·가전,3196%
"[최초공개] 나만의 무선 충전 섬, 모바일아일랜드",테크·가전,3194%
"당신의 아이패드프로를 맥북으로 ""도코 올인원 키보드 케이스""",테크·가전,3191%
내 차가 거대한 공기청정기가 된다. 루프트 HEPA 에어컨필터.,테크·가전,3182%
[만족도4.9점 앵콜] 무선충전+장패드+손목쿠션+거치대= 업무효율 증대!,테크·가전,3179%
"어디서든 나만의 홈카페, 휴대용 에스프레소 머신 <58 espresso>",테크·가전,3174%
무선충전기가 외출 시엔 부착 무선 보조배터리로?! [나티커충전기],테크·가전,3164%
"잠들지 못하는 손목, 엘보 관절에도 힐링을, 관절 맞춤형 미라클 EMS",테크·가전,3161%
8만원대 하이브리드 노이즈캔슬링 + aptX LL HD 블루투스 헤드폰,테크·가전,3161%
"[케이블, 하나만 챙기세요!] 100W시대의 올인원 마그네틱 케이블",테크·가전,3154%
"ㄹㅇ 가방 속에 있는 줄도 몰랐어요, 미니멀 멀티코드, 네모코드2.1",테크·가전,3150%
[살균기] 유브이건 UV-Gun! 100%국내 개발 제작 최고스펙 살균기,테크·가전,3148%
"[11086% 캠지의 귀환] 초소형 캠핑, 운전 경보기ㅣ5in1 캠지필드",테크·가전,3144%
[약혐-피지 쏙! 카메라 피지석션기] 나는 직접보면서 피지 관리한다!,테크·가전,3141%
[신개념 LED 스파] 이제 그냥 앉기만 하세요! #근적외선 찜질방석,테크·가전,3133%
다림질 때문에 스트레스 받으신다구요? [윙핏]하면 더 이상 어렵지 않다!,테크·가전,3126%
내 차의 분위기를 책임질 스마트 조명 '코드-L',테크·가전,3120%
10평 10초면 살균 끝! 매일 550원이면 1년 내내 살균 안전지대,테크·가전,3113%
"캠핑, 등산 언제라도 신선한 커피를 즐길 수 있는 내 손안에 리얼 카페!",테크·가전,3109%
[3만원대] 99.9%살균 +세척+보관을 한번에! 면도기 살균기 클리너,테크·가전,3106%
"[1740대 펀딩] 아마존이 인정한 유그린! ""더블폴딩 스탠드"" 컴백",테크·가전,3100%
[2만원대/가습기혁신] 진동자가 교체되는 위생 끝판왕 클린 가습기 스와다,테크·가전,3088%
"가장 완벽한 물질 메탈, 그 메탈로 만든 프리미엄 애플워치 케이스!",테크·가전,3075%
사운드로 공간을 가득 채우다:벨레 미니오디오 [W401D_카키컬러],테크·가전,3071%
"공기청정기 필터, 한달에 830원? 공기청정기 맘(Mam)",테크·가전,3058%
<업그레이드 앵콜> 밤을 낮으로! FHD 녹화까지? 나이트비전 블랙박스,테크·가전,3058%
[업그레이드] 초음파세척기 <스마클린>이 더 깨끗하고 더 예뻐졌습니다!,테크·가전,3055%
맥북2대 2.5시간 완충! 120W-PD+70W-올인원A 멀티 고속충전기,테크·가전,3054%
여행용 캐리어 및 의류 진공압축포장의 혁명! -핸디형 진공 압축기,테크·가전,3044%
[1만원대]뽀송한 칫솔을 원한다면? 살균과 건조를 동시에! 칫솔살균건조기,테크·가전,3034%
"[해외 38억펀딩] 3만8천명이 선택한 100W, 동시 4대 고속충전기",테크·가전,3033%
"[국내독점] 애플워치 유저를 위한 메탈 스트랩 (실버 , 블랙)",테크·가전,3030%
스마트하시다면? 스트로만 스마트워치! 스트랩 3종까지!,테크·가전,3026%
[3차앵콜/글로벌 2.4억] 치우기 편해서 매일 써요! 전기그릴 레가토,테크·가전,3024%
"""캠핑 차박 홈캉스의 완성은?"" ANKER 솔라 휴대용 스마트 빔프로젝터",테크·가전,3024%
UNO? 이제 여러분 가정의 수도꼭지가 정수기가 됩니다.,테크·가전,3023%
스마트폰 사진이 예술작품으로 변하다 : 레볼캠,테크·가전,3020%
음식에도 프린트가 가능하다고요?! EVEBOT 신제품 커피 프린터,테크·가전,3019%
[833% 앵콜]노트북부터 스마트폰까지(5A 60W PD충전),테크·가전,3011%
"칫솔, 이제는 접기만 하세요. 살균은 알아서 할테니!",테크·가전,3005%
[대용량파워뱅크X온열매트] 자유로운 무선 캠핑차박 필수템 이 가격 실화,테크·가전,2994%
"미국 시장점유율 TOP 콘에어, GS22K 스팀다리미 첫 펀딩!파격혜택!",테크·가전,2994%
더욱 조용하고 슬림하게! 디자인까지 잘 빠진 노이즈 캔슬링 헤드폰,테크·가전,2991%
[100시간사용! 캠핑포터블공청기!] 장시간? 이젠 장기간도 끄떡없어~!,테크·가전,2984%
3 IN 1 전기면도기로 가성비와 가심비까지! <REXHAAN전기면도기>,테크·가전,2978%
"[가성비갑] BLDC 모터를 품은 초경량 무선청소기, 벤투스 V5",테크·가전,2975%
얼룩을 한방에 지우는 핸디형! 무선초음파 세척기!,테크·가전,2971%
"[누적 5,995% 앵콜] 어서 와 만족도 5.0의 블랙박스는 처음이지?",테크·가전,2971%
[글로벌14억] 청소OK! 자가세척까지 가능한 진짜 찐~무선 물걸레청소기,테크·가전,2962%
모든 노트북에서 OK! 휴대용 노트북 스탠드 링케 폴딩2,테크·가전,2961%
드라이기는 스탠드와 함께 있어야 비로소 완성됩니다.,테크·가전,2957%
탄소나노발열체를 사용한 사계절용 DC온열매트 [게르마늄 모달V24],테크·가전,2954%
[새로운 두피관리기] 저출력 레이저 빛으로! 두피와 모발을 편하게 관리!,테크·가전,2954%
샤크닌자 NEW 블렌딩/다지기/채썰기/반죽을 하나로 올인원 싹쓰리 블렌더,테크·가전,2926%
[ 앵콜/평점4.7 ] 내 공간에 뜨는 달. 벨라루나 무드등,테크·가전,2912%
더이상 보조배터리 방전은 없다! 태양광충전+무선충전+대용량보조배터리,테크·가전,2904%
[펀딩 1.2억달성] 모스크바에서 날아온 뜨거운 컨벡터 히터 앵콜!,테크·가전,2904%
"[평점4.9앵콜] 침대에서 노트북하는 당신을 위해, 이제 랩데스크 하세요",테크·가전,2888%
[3.8억 펀딩]한 손에 착! 콤팩트하고 강력한 와우스틱 무선 핫 글루펜,테크·가전,2884%
가정용 DIY 전공공구 끝판왕! 11개 헤드로 모든 작업이 가능해집니다,테크·가전,2880%
흡연자를 위한 혁신적인 재떨이혁명. 카딱 스마트재떨이,테크·가전,2872%
매주 뛰어도 체력은 제자리? 이거 하나면 내가 우리동네 박지성!,테크·가전,2872%
[싱거 코스플레이]시선을 뗄 수 없는 독창적인 디자인의 준공업용 재봉기,테크·가전,2856%
아이폰 '케이스'를 쓰시나요?이제 아이'폰'을 제대로 만지세요!,테크·가전,2851%
내 손에서 3분 만에 탄생하는 쫀득한 우유 거품과 진한 에스프레소!,테크·가전,2851%
[인싸키보드]예쁨주의!휴대용 초슬림 기계식 키보드<탭텍TAPTEK>,테크·가전,2847%
느리네? 여전히~ 너하고 난 레벨이 달라~ 초고속 5A/5Gbps 케이블,테크·가전,2839%
[책상 위 혁신] 필요한 기능을 모두 담은 스마트 모니터 받침대,테크·가전,2836%
[글로벌22억]영화같은 촬영이 가능한 SIRUI 35mm 애너모픽렌즈,테크·가전,2836%
"[요리,이걸로 끝] 튀김/전골/구이/탕/찜을 모두 하나로?! 만능멀티쿠커",테크·가전,2835%
"억대의 첨단 살균장비를, 9만원대에 내 집안으로! UV산소살균기",테크·가전,2833%
8만원대 하이브리드 노이즈캔슬링 + aptX LL HD 블루투스 헤드폰,테크·가전,2824%
어디서든 필요할 때 꺼내 쓰는 휴대용 노래방?! 흥의 민족이여 일어나라!,테크·가전,2822%
[1.6억 앵콜] 진짜! 수제맥주제조기 #테라 브루,테크·가전,2817%
"50g의 놀라운 무게, 초경량 데스크탑 POKET PC X : 폭스테크",테크·가전,2816%
[2억앵콜] 12개의 DIY 전용 달인파워툴 헤드로 대박 해결!,테크·가전,2813%
"[1.8억 펀딩] 흡입, 물걸레, 살균까지! 작스제로 무선청소기 화이트",테크·가전,2809%
[구강세정의 혁명] 투박함 버리고! 가벼워야 개운해진다. 언제 어디서나!,테크·가전,2804%
[4.7점 앵콜] 서포터가 인정한 차량용 클리어 무선충전거치대 핸디그랩!,테크·가전,2798%
"올 여름, 모기와의 전쟁 ! 이거 하나면 끝. 세상 아름다운 전기모기채",테크·가전,2788%
"허브와 키보드, 하나가 되다! 책상위의 해결사 ""콜루드 올인원 키보드""",테크·가전,2785%
20W 강력한 무선 사운드와 고속 무선 충전까지,테크·가전,2783%
앱과 블루투스로 연결된 스마트 매스 엑설사이즈 Toy <크레아큐브>,테크·가전,2771%
[5206%앵콜]고밀도 시트에 분당 2500회 진동마사지까지 더블로 가!,테크·가전,2761%
[마지막 앵콜][누적 1억돌파 ] 유튜버들의 필수템! 세팅 3초 컷!!,테크·가전,2758%
[벨로닉스 워터텍] 지금까지 양치는 잊어라 새로운 개운함이 온다!,테크·가전,2751%
왜 따로 사요? 블루투스 이어폰+스피커=[사운드판다 알약 이어폰],테크·가전,2750%
"가방에쏙~휴대용보관파우치로,언제어디서나! 핸디전기매트",테크·가전,2743%
"T1 선수들이 내 핸드폰, 카메라 속에?!선수별 한정판 메모리카드에 굿즈",테크·가전,2742%
어플없이 사용가능한 8핀 OTG 데이터 케이블(아이폰&아이패드호환가능),테크·가전,2738%
"추석선물ㅣ이것은 쿠션인가 안마기인가, 뭉친근육을 풀어 하루의 노곤함 싹!",테크·가전,2733%
내손안의 미니사이즈 풀파워! 지코 닥터락 미니 마사지건!,테크·가전,2733%
[앵콜/유그린] 고속허브+HDMI+스탠드 품은 도킹스테이션 X-Kit,테크·가전,2731%
110년 오디오 역사의 글로벌 브랜드 데논의 홈시네마 사운드바,테크·가전,2730%
[앵콜]♠1분의 마술♠ 좋은사람과 술자리를 아름답게 이지소르보 에어레이터,테크·가전,2723%
[누워서도 양손을자유롭게]스마트폰 거치대 끝판왕! 2가지를 한번에!!,테크·가전,2723%
소리도 언택트 하는 시대! 소리도 'BLAK' 하세요!,테크·가전,2700%
[와디즈 멀티탭 1위] 손가락 하나면 뽑을 수 있는 '클릭탭 미니',테크·가전,2696%
"""옆집에서도 터져요"" WiFi 데드존 킬러 Deco X60 공유기",테크·가전,2696%
초깔끔한 사운드! [소주의 원조]진로X이디연:두꺼비 코르크미니 스피커,테크·가전,2694%
번거로운 바닥청소! MOOO 전동 물걸레 청소기로 쓱쓱,테크·가전,2691%
그 유명한 나노리프~ 나만의 감성에 맞춰 진화하는 스마트 조명 !,테크·가전,2686%
[6101%앵콜]노트북&태블릿 파우치와 거치대를 하나로! MOFT,테크·가전,2676%
Cool 하고 멋진 언니 3인이 선택한 UV살균 위하임 무선진공포장기,테크·가전,2673%
