title,category
"조금 특별한 동물도감, 멸종위기동물 아트북을 소개합니다.",출판
생각 얽힌 '나' 포트폴리오 직접 만들기,출판
"빈곤을 이해하는 첫걸음, Poverty Simulation 한국어판 제작",출판
[취업을 성공으로 이끄는 전략 도우미 ] 성공취업과 전략,출판
꽃 한 편[꽃:단편] - 꽃말과 목소리가 담긴 '들리는 책'을 선물하세요,출판
(3차앵콜)하루 1시간. 쿠팡파트너스로 매일 치맥값정도는 벌기_부업 투잡,출판
"스토리로 배우는 미드 영어 회화, 자막 없이 미드 보기 상상을 현실로!",출판
합격포인트 콕콕 짚어주는 핵심꿀팁 실전서! 나도 찐 피부미용사,출판
"누워서 읽는 법학 [민사법] 2판 제작, [형사법], [공법] 편 구매",출판
"재기발랄 육군 장교 이야기, ROTC가이드북!",출판
DIY마케팅자동화 - 1인기업 디비수집부터 홍보까지 마케팅자동화 비법공개,출판
해외취업은 어때? 실감나는 취업비법을 바로 알려줄게요!,출판
(4차앵콜)하루 1시간. 쿠팡파트너스로 매일 치맥값정도는 벌기_부업 투잡,출판
천사가 되려는 자 짐승이 되리라,출판
"스물다섯 청년의 황당한 유라시아 방랑기, 100일만에 10cm",출판
세상에서 가장 재미있는 성경책 올마아티바이블 - 여호수아사사기,출판
"당신의 '아름다움'을 향한 발걸음,5개월 간의 '세계 녹색기업 탐방여행'",출판
수학문제 해설을 동영상으로!,출판
"창업을 원한다면, 팀 드레이퍼의《스타트업 히어로》를 만나보세요.",출판
손기정평전-오팔세대와 밀레니얼세대가 함께 하는 회환의 손기정 열전 마라톤,출판
"나도 이제 'BAR- 홈텐더' 집에서 만드는 홈테일, 칵테일",출판
보기만 해도 1달만에 영어회화 가능한 비밀,출판
4차앵콜.스마트스토어 투잡의 모든 것. 구매대행과 병행수입을 한방에!,출판
당신도 작가가 되는 세상 '리드텍스처' 티저 산문집,출판
Take out My Sexy Book 두 번째 출간 프로젝트,출판
차별화된 온라인 모임 만들기와 운영 노하우 꿀팁,출판
책의 몸을 즐기는 법,출판
영포자를 위한 문법책이 찾아왔다! 삼등급부터 구등급까지 모여라!,출판
<사라지는 것들을 잡다> 사진엽서집 출판 프로젝트,출판
홍보기사 100만 노출 비결! 혼자하는 언론홍보 실전 가이드 [전자책],출판
다가올 미래가치 [회복력] 도서 번역 프로젝트,출판
"[도화지] 강제징용 (강제노역,위안부 등) 책 발간 프로젝트",출판
히데코의 사계절 술안주 X 은곡도마,출판
후와유 마림바 리듬편,출판
예술가들이 추천한 소설! 김은미 [흐르는나무] 중단편소설,출판
스피디한 작업 기반의 파워포인트 작업 부업으로 월 100만원 벌기,출판
[Design Like You Give a Damn] 한국어판 출판,출판
"새해엔 나도 CEO '아빠, 나 창업할래' 출판 프로젝트",출판
SQL과 구글시트로 시작하는 데이터 분석,출판
[취업] 평범한 스펙만으로 매력적인 자소서 작성하기 가이드북,출판
"세상에서 제일 재미있는 성경책, 올마이티바이블 창세기",출판
일상 속 여행감성 TRAVEL COME TRUE! 컬러링북 마이컬러트립,출판
베트남 & 인도네시아 주식투자 실전 가이드북,출판
[재미와 로봇교육을 한번에] 움직이는 페이퍼토이 + 동화책,출판
"행복한 가사 분담을 위한, 가사분담 굿 가이드북",출판
집구하기부터 자취생활까지! 자취를 하는 사람을 위한 가이드북,출판
<천가시千家詩> 한 권으로 끝내는 중국 한시,출판
"청춘의 기록, 에세이모음집 [말하지 못한 건, 들어주지 않아서]",출판
"초보아빠를 위한 출산선물, 아빠랑 함께하는 공동육아 365",출판
"다섯 명의 작가와 다섯 개의 방, 일러스트북 <ROOMS>",출판
[전자책] 품격 있는 연애와 재회 성공 시크릿 노트,출판
"<여리고에서 배우는 재정관리, 샬롬재테크> 출판 프로젝트",출판
과학기술로 세상을 바꾸고 싶은 사람들 vol. 1,출판
"함께 마음껏색칠, 신개념 컬러 놀이「틴코」",출판
"혼자여도, 함께여도 좋은 감성충만 맥주&와인 페어링 박스",출판
감각을 열어야 들리는 물고기 마지막 말 <해양동물 아트 북>,출판
IDEO HCD Toolkit 한국어판 출판,출판
함께 피워내는 봄꽃 같은 소설 &lt;얼음새꽃&gt;,출판
[한글이나르샤] 소리와 글자로 쉽게 익히는 우리아이 첫 한글책!,출판
당신의 제품엔 브랜딩이 필요하다! 브랜딩 지침서 <브랜딩 고유감각>,출판
"내 마음을 돌보는 심리도구, 열기카드",출판
최경일쌤의 컬러링북 시즌2,출판
면접으로 직행하는 자기소개서 작성법!,출판
"MZ세대, 정치 개혁을 외치다! [책] 우리나라는 정치만 잘 하면 된다",출판
국내 최초의 크라우드펀딩 서적 출판에 직접 참여하세요!,출판
2018년 한해를 되돌아 보는 2019년 한국보도사진전 달력,출판
"30대 아티스트로 살아가기, Jack Kim's Story",출판
<오늘이 내 인생의 봄날입니다>도서출간에 힘을 보태주세요,출판
엄마가 새겨주는 후천적 부자 DNA,출판
"소규모 독립출판 프로젝트, 청춘백화",출판
"길엔터테인먼트의 어른동화, 인형의 별을 함께 만들어주세요",출판
"장애인 문학동아리의 창작동화 출판기, 어린이들에게 꿈을 선물합니다",출판
지역아동센터 아동들을 위한 놀이책 [V-코칭북],출판
"당신의 마음을 전달하는 방법, [따뜻한 책] 출판 프로젝트",출판
"동네서점들과 함께 만드는 진심의 선물, 도트윈 북마크",출판
<도서 출판 프로젝트>평범한 대학생들이 특별한 청소년들에게 전하는 이야기,출판
[국내최초]세계를 위한 최고의 기업 비콥소개서 한국어판 출간,출판
"이야기에 색을 입히다, 조금 특별한 컬러링북 <감>",출판
중학생 취향저격 영어단어책 뮤 (예비중1~예비고1),출판
한국을 대표하는 서정시인 정지상 시선,출판
"부업의 모든것. 쿠팡파트너스, 스마트 스토어, 구매대행, 해외사입(수입)",출판
(5차앵콜)하루 1시간. 쿠팡파트너스로 매일 치맥값정도는 벌기_부업 투잡,출판
미국인처럼 영어를 술술 읽고 쓰고 말하게 되는 실전 영문(마)법,출판
플레이북 : 선생님과 학생들이 함께 만드는 플래너,출판
"그 PPT, (당신이) 만드는 법(3rd)",출판
중국 시장을 이해하는 가장 빠른 방법 - 미디어 마케팅 편 리포트,출판
심리상담사가 알려주는 반려견과 행복하게 사는 법 (PDF전자책),출판
"[1,000만 성도의 꿈]나만의 평생 예배스토리를 만들다, 생활예배노트",출판
온라인 멘토링으로 나만의 경험과 노하우를 수익화 하는법,출판
"전문가가 알려주는 머신러닝, 딥러닝 Computer Vision 마스터",출판
일상창업 - 예비창업자 및 3년 미만 창업자를 위한 안내서,출판
"언택트 시대, 쉽고 저렴하게 집에서 즐기는 [셀프 플라워 클래스]",출판
앵콜펀딩: 원어민과 재미있게 영어공부하기 1 (Eva 선생님편),출판
"대학의 민낯을 알리는, 검열없는 언론 'N대알리'",출판
"세 달의 기적, 습관은 눈덩이처럼",출판
"[북스테이] 호캉스 말고 북캉스! 책, 와인, 인센스와 함께 힐링스테이",출판
평범한 내가 책으로 1억 번 비법,출판
내 모습을 대변해 줘! 현대인을 위한 아트북 <울랄라 패밀리Vol.1>,출판
[소자본창업 강의] 8천원으로 정복하기!! 입문자전용 E-Book,출판
"[냉정한 여행] 도서출판 프로젝트, 당신은 누구의 눈으로 세상을 봅니까?",출판
너도 셀프 마케팅 할수 있어! <50페이지 브랜딩 마케팅 비법노트>,출판
"나만의 손글씨 굿즈 만들기, EASY 캘리그라피",출판
마음을 담은 문구를 매듭으로 전하세요. [감개매듭 기법 도안 - 기본편],출판
"세계 100대 명화 X 동주, 소월, 용운, 영랑의 글",출판
2016 제3회 청소년독서토론대회,출판
"매일 아침 출근길, 영어원서 완독 프로젝트! 읽고 듣다.",출판
수능에 나올 지문만! 수능 영어 연계교재 The final 204제,출판
"공대생, 영포자들을 위한 기초영어기본서, 공대생 영어",출판
아이들을 위한 여행 동화 팝업북 - 수원편,출판
[슬기로운 경건생활] 성경 말씀 묵상을 위한 묵상카드,출판
상처란 치유되고 있다는 증거다,출판
중딩수학으로 뽀개는 당구 3쿠션 Angle System,출판
퇴근 후 나만의 일을 시작하라 <사이드 허슬러>,출판
"[사쿤] 도깨비, 인간 세상에 발들이다.",출판
"백소영의 <드라마속 윤(倫), 리(理)> 출판, 토크 콘서트 프로젝트",출판
"마음을 다스리는 동양철학의 힘, <주체적으로 산다>",출판
"[우직툰]취업뽀개기 다이어리, 취준생/이직자들을 위한 신개념 취업준비!",출판
꼼지맘의 시각장애아동을 위한 점자촉각그림책 만들기,출판
일상에서 예술하실래요? 떠오를 잡지 [서툰],출판
[TOOLKIT] 마음과 행동을 기획하는 비즈니스 툴킷,출판
보통 사람들의 진짜 커리어를 공유합니다. Mebook,출판
"세계 영화 장인 112명의 노트와 인터뷰, '필름크래프트'",출판
[당신은 관심없는 독거노인이야기] 출간,출판
UFO: CIA 극비문서 최초 출간!,출판
영어를 잘하고 싶은 당신과 함께 나누고 싶은 이야기,출판
"50페이지로 완성하는 최소한의 인생 재테크, 놀테크",출판
"나의 사십대 이야기 (여행, 요리, 나의 생각들)",출판
5차앵콜.스마트스토어 투잡의 모든 것. 구매대행과 병행수입을 한방에!,출판
"작은 책속에 담긴 넓은 부산이야기 : 다시, 부산",출판
연봉 1억 마케터의 이직&업무,출판
"[1,627km 국토대장정 스몰 에세이] 조금 긴 산책을 떠나보았습니다",출판
성인들을 위한 <취미수학>,출판
[물을 거슬러 노를 저어라] 출판 기념 파티,출판
결혼은 하는 것보다 유지하는 것이 더 어렵다,출판
'신화적 명제'로 쓴 시와 미술평론 <예술의 명제>,출판
컨설턴트도 합격생도 말해주지 않았던 자기소개서 작성 진짜 tip,출판
스트레스가 풀리는 그림 명상 : 만다라 드로잉 워크북,출판
가방 디자이너가 알아야 할 기본 지식+기술 8가지 - 속성 입문 가이드,출판
넘치는 정보의 홍수시대 부동산 정보 큐레이션,출판
"[180조 시장]중소기업을 위한 시장, 공공입찰(나라장터) 뽀개기",출판
90세에 문인의 삶 찾아나선 할머니 <90세의 꿈>,출판
[ 영한 대역 에세이] 생각하는 번역가의 자유로운 사색,출판
"젊은 시각으로 읽는 전통공예 사진에세이집 [손길, 손끝] 출판 프로젝트",출판
[고생일지 출판 프로젝트] 무식했기에 용감했던 청춘 여행기,출판
★자존감플래너(+이벤트중)★ 나의 행복을 우선하는 100일,출판
"[오디오북] 365일 하루 한편, 이윤지가 낭독하는 베드타임 스토리",출판
n개의 문장 : 소규모 교환 에세이집 프로젝트 [Theme : 여행],출판
고승님을 향한 나의 마음 여행기,출판
"[모닝다이어리] 하루를 결정짓는 아침 10분 기록노트, 모닝레코드",출판
세상에서 가장 쉬운 철학책_플라톤,출판
와디즈 펀딩 성공전략 온라인 마케팅 성공 지침서 '광고운영 대백과사전',출판
[당을 끊는 레시피]를 선물하세요,출판
"나 자신을 발견해 나가는 여정이 담긴 작은 책, 그리고 퍼즐",출판
"한 번 뿐인 인생, 나를 위한 선물. 나를 찾아 책 속으로 떠나는 여행.",출판
뮤직드라마와 함께 읽는 감성집 <초록의 막장>,출판
태국과 동남아의 신학생들에게 '현지어'로 된 전공서적을 제공합니다.,출판
상상이 현실로... 우리아이가 동화책속으로 들어왔다,출판
북메이트와 글쓰기+책 출간을 한 번에! <6주 완성 책쓰기 프로젝트>,출판
꿈을 고민할 기회를 주세요. <MeBook_스페셜리스트>,출판
보다 나은 삶을 위한 목표관리 도구 - 석세스플래너 2018,출판
개발자에게 쉽게 배우자! 데이터 사이언스부터 머신러닝까지,출판
수학과 코딩교육을 동시에 ! 메타코딩 수학,출판
부산 서면을 날 것의 시선으로 보는 독립잡지 [날_서면 vol.2],출판
[스몰 창업] 원 아이템으로 시작하는 패션 & 잡화 브랜드 창업 비밀노트,출판
"기적을기억하다, 소설<태안>과 캠페인에코백",출판
MD로 살고 있습니다 (예비 상품기획자 & 취준생 길라잡이),출판
416% 3차 앵콜ㅣ한달만에 영어회화가 되는 비밀ㅣ영어회화 자동암기,출판
"저항의 아이콘, ""가이 포크스"" 원작소설",출판
"모르면 5,000만원 손해보는 '무료자원'",출판
30분만에 주식 초보 탈출하기,출판
색과 도형으로 보는 너와 나의 심리이야기<오로라심리카드>,출판
인싸아싸 다 모여라! 인싸들의 마술책,출판
"본격 이슬람 문화여행, 낯설고 신비로운 이슬람, 그리고 두바이!",출판
"스타벅스를 통해 보는 4차산업 혁명의 미래, 마케팅 트렌드의 모든 것!",출판
똥손도 할 수 있는 소자본 핸드메이드 창업,출판
전자책 만들기 전에 꼭 알아야 하는 상표,출판
'우리 몸을 망치는 Vicious cycle' PDF책 출판,출판
"사랑에 상처받고 힘들어하는 사람들을 위한 책, <애정결핍 극복>",출판
20대 패션 모델들과 노숙자가 함께 라이프 스타일 잡지를 만들다!,출판
4차원 가치탐색형 인간,출판
초보도 월 100만원 가능한 블로그 마케팅! 쿠팡파트너스로 시작합니다!,출판
<내가 사랑받을 수 없다는 걸 알아> 에세이집 출판 프로젝트,출판
"[우주,화성의 시대]를 내 손으로 열면, 대한민국 청소년들의 꿈이 바뀐다",출판
"심리상담 워크북, 자가치유를 위한 마음처치 매뉴얼",출판
12명의 한달사용금액에 따라 최대혜택받는 신용체크카드 추천설계서 <카밋>,출판
실수없이 좋은 배우자를 고르는 법,출판
밝고 긍정적인 내향인이 되기 위한 지침서 (내성적이라서 고민이신가요?),출판
[대면 취업컨설팅 핵심을 한 권의 책으로] 취업전쟁 승자는 있다,출판
"[한정판] 내셔널지오그래픽 역대최초의 시리즈, 위대한 발견편",출판
[창의력 쏙쏙 우뇌학습] 디폼블럭 도안책으로 '한글 공부하자!',출판
자동차매니아를 위한 2015서울모터쇼 화보집 출판,출판
직접 짓는 전원주택. 전세금으로 주택을 소유한 실제 작가리포트,출판
"명화 감상 목에 힘주고 보기(지인 ,애인 앞에서 핵심 지식으로 뽐내기)",출판
"철학 덕후의 지속 가능한 덕질, <철학 B급 소설 1인 출판 프로젝트>",출판
유니크한 그녀 김정아의 스타트업 인사이트와 재미있는 마케팅 이야기 전자책,출판
내 죽음을 준비할 수 있는 질문이 담긴 다이어리북 - [죽음]문답,출판
우리 옆 동네는 얼마일까요? [전국 아파트 시세 지도],출판
자기소개서 고민이 없는 세상을 꿈꾸다. 속시원한 자소서 첨삭 프로젝트!!,출판
무대 뒤로 사라지는 흑백사진을 감광지에 옮기다. 마애불(磨崖佛),출판
"불교를 다룬 만화, 케이툰 완결 <화작작 조남남>그래픽노블 출간 프로젝트",출판
아이와 부모가 함께하는 여행스케치,출판
"전시를 만드는 사람들의 이야기, '비하인드 예술전시'",출판
"김대중, 정치인 이전에 청년 민족사업가로서의 삶을 그린 청년사업가 김대중",출판
소자본창업 네일샵 가이드북,출판
나는 코로나시대에도 잘 나가는 사장이다,출판
당신의 책이 여행을 떠나려 합니다 RE : BOOKS,출판
나무의 발자국 또다른 나의 우주 <LEAF>,출판
"우울증에 걸린 나의 이야기, ""A의 다이어리""",출판
나를 들여다보는 자가심리치유 그림 에세이 <룩인사이드>,출판
광고/홍보/웨딩/파티/이벤트 등 각종 영상 제작,출판
꿈을 실현시키는 청년의 '150일간의 세계 녹색기업/시장 탐방조사여행',출판
"매일 밤, 퇴근 후 3분공감 <언젠가 그리울 오늘>",출판
남장 김종식 화백 (오직 그리다) 12권 전질,출판
파워풀한 삶을 위한 로드맵,출판
"원어민영어 듣고,말하기위한 [영어 뽀개보기®_나랏말싸미로]출판",출판
"나로호를 향한 도전, 전국 대학생 로켓연합회의 논문 발간 프로젝트!",출판
한달에 한번. 세상 단 하나뿐인 청춘작가의 글을 보내는 '모모레터',출판
[세상에서 가장 아름다운 인형의 비밀]X움직이는 종이 인형,출판
[종교개혁 500주년 기념] 맥아더성경주석으로 스터디바이블 만들기,출판
"당신이 잊고 있었거나, 미처 하지 못했던 생각 NEWWIT [정기구독]",출판
성경말씀카드 | 좋은 성경 구절이 당신에게 힘이되길,출판
